Description,Views,Likes,Comments,Shares,Bookmarks,Post URL,Post Date
This is how I got into rugby and became an Olympian! I hope I can inspire you all to do something cool and out of your comfort zone because you never know where it will take you!,7390,993,25,14,40,https://www.tiktok.com/@ariana.ramsey/video/7403838243210448174,8/16/2024 13:33
Hey yall I miss yall already 😣😭 ,8781,1224,33,2,16,https://www.tiktok.com/@ariana.ramsey/video/7403526607362723114,8/15/2024 17:24
You know im giving all the BTS 🍿✨🎥🤩 This was so much fun!! Hollywood has a way of making you feel like a true Celeb ✨,8943,785,32,8,19,https://www.tiktok.com/@ariana.ramsey/video/7403041068981292334,8/14/2024 10:00
Home sweet home I guess 🥲,77500,4933,142,26,113,https://www.tiktok.com/@ariana.ramsey/video/7402376768100781354,8/12/2024 15:02
THANK YOU GUYS SO MUCH FOR FOLLOWING ALONG IN MY JOURNEY!! ✨🥹 so excited for whats next to come ✨✨,57200,5659,131,24,106,https://www.tiktok.com/@ariana.ramsey/video/7402136872631242027,8/11/2024 23:31
Farewell Olympic villa 🥹 Closing ceremony tonight! ,99100,5818,135,12,103,https://www.tiktok.com/@ariana.ramsey/video/7401807821597052206,8/11/2024 2:14
Which one of your favorite!? y’all will definitely see me wearing that Ralph Lauren dress all the time!! #teamusakit #olympicgear #olympics #paris2024 ,40400,1463,29,12,34,https://www.tiktok.com/@ariana.ramsey/video/7401481596433435946,8/10/2024 5:08
🥹🥹🥹 #healthcaregirl ,227700,21400,811,329,624,https://www.tiktok.com/@ariana.ramsey/video/7401453455673511211,8/10/2024 3:19
"I only got two things, but that’s literally all I needed so thank you guys so much. I love you all.🥰🥰",171000,11900,230,653,509,https://www.tiktok.com/@ariana.ramsey/video/7401238296795352366,8/9/2024 13:24
My edges are screaming for help 🥹 ,131000,5968,135,47,80,https://www.tiktok.com/@ariana.ramsey/video/7401174363598261550,8/9/2024 9:16
Embarassing 😂,59700,5241,62,46,45,https://www.tiktok.com/@ariana.ramsey/video/7401064664718724394,8/9/2024 2:10
"It’s really y’all, lol I’m the healthcare girl it’s official😂",53800,3751,87,13,45,https://www.tiktok.com/@ariana.ramsey/video/7400874609807248686,8/8/2024 13:53
Shes my new best friend 🥹 what are we naming her?? #olympicmedal ,47200,2306,87,8,38,https://www.tiktok.com/@ariana.ramsey/video/7400525108378488106,8/7/2024 15:17
Most things here ate a 6/10 but im tfuly grateful 🥲 #olympicvillage #olympicfood ,49700,1517,44,8,23,https://www.tiktok.com/@ariana.ramsey/video/7400499415162653995,8/7/2024 13:37
These are the questions that I get asked the most of my lives! #usarugby #olympicvillage #olympics ,55600,3380,79,22,81,https://www.tiktok.com/@ariana.ramsey/video/7400137537269796138,8/6/2024 14:13
"Guys, I think I found the chocolate muffin man #olympicvillage #chocolatemuffins ",298100,30600,101,40,518,https://www.tiktok.com/@ariana.ramsey/video/7400131837668068654,8/6/2024 13:50
"And what about it?? Free healthcare in the olympic village, im there 😂😂  #olympicvillage #olympicvillagehealthcare  I just had to add this was actually so cute for them to do this with me and they were so sweet!!!  shout out to the healthcare workers in the Olympic Village. You guys are amazing and we thank you so much for your service.❤️",1600000,235100,724,6885,3731,https://www.tiktok.com/@ariana.ramsey/video/7399999411796872491,8/6/2024 5:17
New glasses🤓,103400,7538,210,160,103,https://www.tiktok.com/@ariana.ramsey/video/7399790219651779883,8/5/2024 15:45
"Like yes, I’m fully aware that that should be a standard but it’s not in America due to the systems that are already put in place. ",82000,6716,219,78,103,https://www.tiktok.com/@ariana.ramsey/video/7399645817944001838,8/5/2024 6:24
#olympiquevillagehealthcare ,255600,29900,297,173,371,https://www.tiktok.com/@ariana.ramsey/video/7399645802689334570,8/5/2024 6:24
The Olympic Village and their free healthcare is really amazing me  ##olympicvillagehealthcare##olympicvillage##olympian,496000,60600,1008,1724,986,https://www.tiktok.com/@ariana.ramsey/video/7399642639437450538,8/5/2024 6:12
OMGGG its so lit in person yall!!! #olympics #paris2024 ,33700,901,12,3,18,https://www.tiktok.com/@ariana.ramsey/video/7399399527083642158,8/4/2024 14:29
#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,33500,1743,24,6,30,https://www.tiktok.com/@ariana.ramsey/video/7399299717982588202,8/4/2024 8:01
The olymoic billage beach club is actually so cute 🥹✨  #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,42000,1762,31,10,37,https://www.tiktok.com/@ariana.ramsey/video/7399278167929752875,8/4/2024 6:38
#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,47500,3834,37,5,31,https://www.tiktok.com/@ariana.ramsey/video/7399203634241637675,8/4/2024 1:49
,64300,7155,360,174,122,https://www.tiktok.com/@ariana.ramsey/video/7399187679218453806,8/4/2024 0:47
#olympicvillage #freehealthcare ,120900,7341,152,151,115,https://www.tiktok.com/@ariana.ramsey/video/7399184585608809771,8/4/2024 0:35
Literally at a palace right now  #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,45200,1879,48,7,36,https://www.tiktok.com/@ariana.ramsey/video/7399032716773068074,8/3/2024 14:45
#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,22700,758,15,1,9,https://www.tiktok.com/@ariana.ramsey/video/7398971801637883179,8/3/2024 10:49
Its quite overwheling 😂#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,15700,1163,16,19,16,https://www.tiktok.com/@ariana.ramsey/video/7398947528546340142,8/3/2024 9:15
"I quite literally love it here. The way the Olympic village has free healthcare, but America doesn’t😣 #o#olympicso#olympicvillageo#olympiant#teamusar#rugbyb#bronzemedalist",184900,19800,616,1853,589,https://www.tiktok.com/@ariana.ramsey/video/7398545725640035627,8/2/2024 7:16
OKAY WHAT! THE Olympic Village chocolate muffin HYPE IS REAL #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist #chocolatemuffin,181900,11400,274,313,350,https://www.tiktok.com/@ariana.ramsey/video/7398523250315250987,8/2/2024 5:48
lunch at the Olympic Villa today 😋 #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,226600,6958,67,34,102,https://www.tiktok.com/@ariana.ramsey/video/7398520371403574571,8/2/2024 5:37
#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,18200,1230,38,1,16,https://www.tiktok.com/@ariana.ramsey/video/7398508546486291755,8/2/2024 4:51
Get into the Olympic Villa fits 🥰 #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ,14900,736,29,1,16,https://www.tiktok.com/@ariana.ramsey/video/7398508156046921002,8/2/2024 4:50
LIVING IN A DREAM RIGHT NOW #PARIS2024 #olympics  ,11100,337,6,2,2,https://www.tiktok.com/@ariana.ramsey/video/7398388078491995434,8/1/2024 21:04
Sstay tuned 🥰,69000,4138,72,8,59,https://www.tiktok.com/@ariana.ramsey/video/7398203779566406954,8/1/2024 9:09
🥉,21400,1406,22,1,14,https://www.tiktok.com/@ariana.ramsey/video/7398187866339282222,8/1/2024 8:07
✨SKIMS HAUL ✨ TEAM USA EDITION 😍 #PARIS2024 #ParisOlympics ,9435,304,10,1,6,https://www.tiktok.com/@ariana.ramsey/video/7398131917960285482,8/1/2024 4:30
WOW what history we made!! USA Womens Rugby is on the map!! Im so proud to be a part of this history made this season in the OLYMPICS ❤️ #PARIS2024 #Olympics #USARugby ,25900,1867,28,3,23,https://www.tiktok.com/@ariana.ramsey/video/7397782934826028330,7/31/2024 5:56
GUYS WE MADE HISTORY ❤️❤️❤️🥹 thank you to everyone who showed love and support to the USA WOMENS RUGBY TEAM ❤️,95100,12900,333,49,157,https://www.tiktok.com/@ariana.ramsey/video/7397572385563774254,7/30/2024 16:19
Its crazy out here,9739,538,8,6,4,https://www.tiktok.com/@ariana.ramsey/video/7395296664967482670,7/24/2024 13:08
THIS IS CRAZY #PARIS2024 ,7193,343,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7395117300741033258,7/24/2024 1:32
Just a Team USA Olympic kit expierence nothing too crazy  😏 #olympian #paris2024 ,29800,811,8,79,42,https://www.tiktok.com/@ariana.ramsey/video/7394564210342153515,7/22/2024 13:45
I miss my other half 😭🩵 #parisolympics #olympian #usa #usarugby #paris2024 ,24600,1381,8,4,6,https://www.tiktok.com/@ariana.ramsey/video/7393788407509421354,7/20/2024 11:35
Play time is over this the big leauge 😈 #olympian #usarugby #rugby ,9526,327,8,8,12,https://www.tiktok.com/@ariana.ramsey/video/7393440785984933166,7/19/2024 13:06
FULL SEND BABY LFG 🤩 Stay tuned for the journey 🤩🤩@paris2024 #paris2024 #olympics #teamusa ,7419,349,6,0,10,https://www.tiktok.com/@ariana.ramsey/video/7392513328616066346,7/17/2024 1:07
@Noah Malone ,6467,139,4,3,4,https://www.tiktok.com/@ariana.ramsey/video/7384831029208452398,6/26/2024 8:16
Paris will be different 🫡  #paris2024 #tokyo2021 ,4666,135,17,1,4,https://www.tiktok.com/@ariana.ramsey/video/7383757278995942702,6/23/2024 10:49
Pool recovery is keyyy honeyyy,3398,62,0,1,2,https://www.tiktok.com/@ariana.ramsey/video/7383739468416699691,6/23/2024 9:40
im tired 😭😭😭 #usarugby #rugby #usa ,3106,93,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7381644697539792171,6/17/2024 18:11
,2713,74,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7381642160568864043,6/17/2024 18:01
,2442,43,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7381641918108798254,6/17/2024 18:00
MADE THE OLYMPIC TEAMMM YALLL,2975,143,14,0,0,https://www.tiktok.com/@ariana.ramsey/video/7381628075064200490,6/17/2024 17:06
BE HONEST 🤣🤣 #usa #usarugby #rugby #aintimcleanthotrend ,3028,124,4,3,3,https://www.tiktok.com/@ariana.ramsey/video/7380506318937050414,6/14/2024 16:33
What an honor!! This was so exciting coming ti her school and seeing all her friends! ❤️ #usarugby #rugby #olympian #usa ,2066,143,9,3,0,https://www.tiktok.com/@ariana.ramsey/video/7379389624164060458,6/11/2024 16:20
UP THE QUEEN #rugby 🤧,1864,66,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7375578273968917802,6/1/2024 9:50
#usarugby #usa ,1598,43,3,46,0,https://www.tiktok.com/@ariana.ramsey/video/7375462162254400810,6/1/2024 2:20
😐,1334,39,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7370504422171970858,5/18/2024 17:41
This is real life 😭 #rugby #olympian #usa ,1219,43,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7367806429538864426,5/11/2024 11:11
"WHOS YOURS!? If its not me, dont comment. 😭 ",1086,61,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7363783922934680862,4/30/2024 15:02
set the bar high then raise it 🤍 ,1374,98,8,3,3,https://www.tiktok.com/@ariana.ramsey/video/7357498956063984938,4/13/2024 16:33
#womensrugby #rugby #olympian ,1150,35,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7354799734298627371,4/6/2024 9:59
literally obsessed with him 🤭✨💗,2710,148,13,2,5,https://www.tiktok.com/@ariana.ramsey/photo/7354178201037409582,4/4/2024 0:00
#CapCut yeaa kinda wild but ya girl got it done 🤭,1119,63,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7352925408104320299,4/1/2024 8:45
#rugby #usarugby ,1296,71,6,1,0,https://www.tiktok.com/@ariana.ramsey/video/7339008078660046126,2/23/2024 19:39
#CapCut 🫶🏼🫶🏼🫶🏼,869,25,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7336373960776420650,2/16/2024 17:17
I love this product from @Spa Sciences Recovery! Check out the VARA Deep Tissue Massager as it is great for recovery and at home therapy 💖 #bringthespahome #spasciencesrecovery #sportsrecoveryreview,902,22,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7335469889060359470,2/14/2024 6:49
168 DAYS  #usarugby #countdowntotheympics #rugby,892,44,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7334393388780850474,2/11/2024 9:12
,815,28,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7332753263818755374,2/6/2024 23:07
"Im so ready to recalibeate myself for this month. Its going to take absolute focus, drive, and determination in order to be the player that I want to be leading up to the Olympics. 💖🤞🏽 #usarugby #rugby ",785,37,0,0,3,https://www.tiktok.com/@ariana.ramsey/video/7331466036094569770,2/3/2024 11:52
I’m gonna ride this Olympic wave until I die 😭,435,26,2,1,0,https://www.tiktok.com/@ariana.ramsey/video/7330064107330194730,1/30/2024 17:12
TAPPNIN TONIGHT #USARUGBY #rugby #olympicountdown ,698,49,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7328983963270171947,1/27/2024 19:20
SO EXCITINGGGG 🙈🙈💖🙈☺️☺️ #olympics2024 #olympics #paris2024 #olympiccountdown ,977,44,1,2,0,https://www.tiktok.com/@ariana.ramsey/video/7327821337760697643,1/24/2024 16:09
ultimate cringe 😭,619,30,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/7327505907384978731,1/23/2024 19:45
Nostalgic AF. Link in Bio if you want to see ☺️ #dartmouthcampus #dartmouth #dartmouthcollege  ,1367,69,2,0,2,https://www.tiktok.com/@ariana.ramsey/video/7327490230573976874,1/23/2024 18:44
#WheneverWherever ,702,42,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7327120323487206702,1/22/2024 18:49
Its a long extensive journey my friends  #warriorspirit  ,740,70,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7327058357079084330,1/22/2024 14:48
"Exicting, crazy, a movie ",618,29,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7323361061049027883,1/12/2024 15:41
HAPPY MONDAY!! #mondaymotivation ,704,46,1,2,2,https://www.tiktok.com/@ariana.ramsey/video/7321827059011996971,1/8/2024 12:28
,638,27,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7315549145811488042,12/22/2023 14:26
I LOVE IT!!! Yall better get yall one of theseee 😍😍 #autotrackingtripod #tiktokshop #tripod #contentcreatorgadgets ,916,26,1,0,2,https://www.tiktok.com/@ariana.ramsey/video/7305569745221324078,11/25/2023 17:01
#CapCut what an amazing time 🤩 #rugby #PANAMS2023 ,732,40,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7299687685361241387,11/9/2023 20:36
GAME DAY TOMORROW 😇 #rugby #olympian #panams2023 ,952,49,0,1,1,https://www.tiktok.com/@ariana.ramsey/video/7296913746201562410,11/2/2023 10:12
"ITS 6 IN THE MORNING, TURN ME UP YC #panams2023 #rugby ",854,74,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7296801776211119403,11/2/2023 2:57
Im working on them!! 🤣🤣🤌🏼 #olympian #rugby #rugbytok ,764,83,3,0,1,https://www.tiktok.com/@ariana.ramsey/video/7293687382304427310,10/24/2023 17:32
SKEEEYYEEEEE #olympian #prsevens #usarugby #rugby ,767,55,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7292905577120795947,10/22/2023 14:58
,636,22,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7292539633689316651,10/21/2023 15:18
Smh,531,11,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7292539309498944814,10/21/2023 15:17
Never will i ever 😭,565,30,7,0,0,https://www.tiktok.com/@ariana.ramsey/video/7291357814394490155,10/18/2023 10:52
follow for more ☺️ #olympian ,844,68,2,0,2,https://www.tiktok.com/@ariana.ramsey/video/7289084713434615082,10/12/2023 7:51
Part two coming now,562,44,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7288777801694448942,10/11/2023 12:00
Good morning 🥹 #olympian ,957,96,2,1,6,https://www.tiktok.com/@ariana.ramsey/video/7287964317993962798,10/9/2023 7:23
#olympian ,660,60,8,0,3,https://www.tiktok.com/@ariana.ramsey/video/7280942744581836078,9/20/2023 9:16
Good things come tk those who wait 🫶🏼  #motivation #gymtok #olympian ,571,31,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/7280897334173601067,9/20/2023 6:20
Omg 😂😂😂😂😂,603,33,3,3,1,https://www.tiktok.com/@ariana.ramsey/video/7278122701263310123,9/12/2023 18:53
@Aut autumn or summer we cant never tell the difference 😩,1187,139,0,4,3,https://www.tiktok.com/@ariana.ramsey/video/7275509478705892651,9/5/2023 17:52
#clonesquad STOP CAUSE I ATE THISSS UPPP FIRST TRY 😂😂 SCARF AND ALL😂😂😂,724,57,4,3,1,https://www.tiktok.com/@ariana.ramsey/video/7270343766903508266,8/22/2023 19:46
,223,21,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7269959727482703147,8/21/2023 18:56
#capcut NOBODY CARES HOW YOU FEEL ATTOWL ,882,101,0,0,4,https://www.tiktok.com/@ariana.ramsey/video/7266215223030189354,8/11/2023 16:46
@Premier Rugby Sevens WE HAD A BLAST #experts ,1314,135,2,0,2,https://www.tiktok.com/@ariana.ramsey/video/7265867672192257326,8/10/2023 18:17
,874,71,2,2,0,https://www.tiktok.com/@ariana.ramsey/video/7258871000572513582,7/22/2023 21:46
I GRADUATED FROM. DARTMOUTH 💚💚💚💚🤩🤩🤩🤩 #olympian #dartmouth ,1827,135,6,1,7,https://www.tiktok.com/@ariana.ramsey/video/7247964336541502762,6/23/2023 12:23
@Premier Rugby Sevens #rugby #pr7s ,711,67,1,0,6,https://www.tiktok.com/@ariana.ramsey/video/7247526698252586286,6/22/2023 8:05
#IfIwerea 💛 ,720,35,0,0,8,https://www.tiktok.com/@ariana.ramsey/video/7234677265701915946,5/18/2023 17:02
Body on the line fr 🤧🤧 #olympian #rugby #athlete,3892,621,10,0,8,https://www.tiktok.com/@ariana.ramsey/video/7232078130419141934,5/11/2023 16:56
Ive never seen someone with this much energy IN MY LIFE 😂🫶🏼🫶🏼 @Anjali Pant ,1160,109,6,4,4,https://www.tiktok.com/@ariana.ramsey/video/7230923926531050795,5/8/2023 14:17
😭😭 #dartmouth ,789,72,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7229037741613272362,5/3/2023 12:18
and i ooopp,998,154,0,2,1,https://www.tiktok.com/@ariana.ramsey/video/7229036579606662446,5/3/2023 12:13
Nothing but grateful for the opportunity to play this sport 💖 #olympian #rugby ,763,80,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7229033568243322158,5/3/2023 12:02
saw someone make this and i couldnt relate more 😭 cashapp is $arianaramsey 😂😂😂 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,3262,276,2,1,3,https://www.tiktok.com/@ariana.ramsey/video/7220088357525671210,4/9/2023 9:30
Im exhausted my darn self … 😣 #o#olympiano#olympicathletea#athleter#rugbyplayerr#rugbyu#usarugbyb#blackathleteg#gymg#gymtokg#gymgirle#excersicese#excercisef#fitnessf#fito#olympicathleter#rugbyworkoutsn#naturalathletef#fitathletew#womenofdartmouthf#femaleathleteg#gymmotivationm#motivationg#gymtok#motivation ,983,97,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/7220073200011693358,4/9/2023 8:31
Its always the poeple you barely talk to 😭😭😭 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,3650,424,6,0,5,https://www.tiktok.com/@ariana.ramsey/video/7216478977706233130,3/30/2023 16:04
This beat is so hard 😭 follow me thoughhh 😅 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,2900,365,9,2,4,https://www.tiktok.com/@ariana.ramsey/video/7215791976409615659,3/28/2023 19:38
GRWM 💗💓💗🌸💓💖💓 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,831,73,10,0,0,https://www.tiktok.com/@ariana.ramsey/video/7215380535152020778,3/27/2023 17:01
I totally forgot they were sending product #POWERADE ,749,77,6,1,2,https://www.tiktok.com/@ariana.ramsey/video/7213889732911189294,3/23/2023 16:36
BURTHDAY ON SATURDAY ,595,30,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/7213851553478741294,3/23/2023 14:08
Life of an Olympian 🫠 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,321,7,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7213118480265055530,3/21/2023 14:43
YAY OR NAY,377,30,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7212332362506472746,3/19/2023 11:53
"my first 10 minute video, sorry about some if the sound, i might do it over  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ",844,51,1,1,0,https://www.tiktok.com/@ariana.ramsey/video/7210864107413605674,3/15/2023 12:55
,515,19,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7210820925372124459,3/15/2023 10:07
,741,89,0,1,2,https://www.tiktok.com/@ariana.ramsey/video/7210503069975547179,3/14/2023 13:34
,515,10,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7210206456132488490,3/13/2023 18:23
People act surprised  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite ,2561,376,5,0,4,https://www.tiktok.com/@ariana.ramsey/video/7209865889548619050,3/12/2023 20:21
You learn something new every day,611,54,2,1,0,https://www.tiktok.com/@ariana.ramsey/video/7209839923455675690,3/12/2023 18:41
LOLL #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness ,3028,327,3,3,3,https://www.tiktok.com/@ariana.ramsey/video/7209740560817524010,3/12/2023 12:15
WHAT DOES “tRuSt tHe ProceSS” really mean?,635,46,2,1,1,https://www.tiktok.com/@ariana.ramsey/video/7208675347561319723,3/9/2023 14:22
DONT RUSH THE PROCESS  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,942,75,1,1,3,https://www.tiktok.com/@ariana.ramsey/video/7208242102608645422,3/8/2023 10:20
Its cuteeee 😆,628,53,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7206901880033660202,3/4/2023 19:40
,603,62,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7206875467318840622,3/4/2023 17:57
Replying to @allisontrippetti ITS HARD!,96000,612,15,12,43,https://www.tiktok.com/@ariana.ramsey/video/7206030503982501162,3/2/2023 11:18
GAME DAY TOMORROW!!! #lasevensrugby #lasevens  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1386,164,1,0,2,https://www.tiktok.com/@ariana.ramsey/video/7206016203565976874,3/2/2023 10:23
THIS TEST IS NO JOKE!! #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,103600,6060,58,84,202,https://www.tiktok.com/@ariana.ramsey/video/7205378220617682218,2/28/2023 17:07
I messed up the whole dance but hey we’re cuteee 😭😭,952,135,7,3,2,https://www.tiktok.com/@ariana.ramsey/video/7205371009665436970,2/28/2023 16:39
I don’t like it 😭 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,2178,218,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7205256992749817131,2/28/2023 9:17
DAY 16: 30 DAY AB CHALLENGE 100 ABS A  #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,622,11,0,1,2,https://www.tiktok.com/@ariana.ramsey/video/7205255822518062378,2/28/2023 9:12
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1397,96,3,1,0,https://www.tiktok.com/@ariana.ramsey/video/7204550166517583150,2/26/2023 11:34
DAY 15: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,527,30,0,0,5,https://www.tiktok.com/@ariana.ramsey/video/7204514959508770090,2/26/2023 9:17
ITS UPPPP 😍,592,100,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7204198581559954730,2/25/2023 12:49
DAY 14: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,583,12,0,0,3,https://www.tiktok.com/@ariana.ramsey/video/7204127551642422571,2/25/2023 8:14
,989,22,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7204120672996527403,2/25/2023 7:47
